title,difficulty,serves,rating,reviews,vegetarian,vegan,dairy_free,keto,gluten_free,prep_time,cook_time,ingredients,picture_url,methods,recipe_urls,ingredients_dict,standardized_ingredients_dict,serves_dict,makes,servings,total_time
Chapli kebabs,Easy,Serves 6,Visit us on Facebook,0 reviews,False,False,True,False,False,Prep:35 mins,,"['1 tbsp  coriander seeds', '1 tbsp  cumin seeds', '500g beef or lamb mince ', 'ground black pepper', '1 tsp  chilli flakes', '2 chillies, finely chopped', '1 tbsp  ginger paste ', 'garlic paste', '1 medium  onion, finely chopped', '5 spring onions, finely chopped', 'breadcrumbs ', '1 large  tomato, chopped into small pieces ', '5g mint, finely chopped ', 'coriander', ', for shaping and deep-frying ', ', to serve (optional)']","https://images.immediate.co.uk/production/volatile/sites/30/2024/09/ChapliKebabs-16b1490.jpg?quality=90&resize=556,505","['Heat a small frying pan over a low heat and toast the coriander and cumin seeds for 3 mins until fragrant. Crush gently using a pestle and mortar.', 'Put the mince in a bowl and add the crushed coriander and cumin, black pepper, a good pinch of salt, chilli flakes, fresh chillies, ginger and garlic paste, onion and spring onions, breadcrumbs, tomato, mint and coriander. Mix everything really well until the mixture holds together.', 'Rub some oil on the palm of your hands and roll the mixture into six balls, then flatten into patties.', 'Fill a pan around a third full with oil. Put over a medium-high heat until it reaches 180C, or a cube of bread dropped in browns in 30 seconds.', 'Fry the patties in batches for 4 mins on each side. You want them to be crispy and charred on the outside and just cooked on the inside. Transfer to a plate lined with kitchen paper. Serve with raita, naan and a squeeze of lemon juice, if you like.']",https://www.bbcgoodfood.com/recipes/chapli-kebabs-2,"{'coriander seeds': '1 tbsp', 'cumin seeds': '1 tbsp', 'beef or lamb mince': '500g', 'ground black pepper': None, 'chilli flakes': '1 tsp', 'chillies': '2', 'ginger paste': '1 tbsp', 'garlic paste': None, 'medium onion': '1', 'spring onions': '5', 'breadcrumbs': None, 'large tomato': '1', 'mint': '5g', 'coriander': None}","{'coriander seeds': '1 tbsp', 'cumin': '1 tbsp', 'lamb mince': '500g', 'black pepper': None, 'chilli': '2', 'ginger': '1 tbsp', 'garlic': None, 'onion': '1', 'spring onion': '5', 'breadcrumbs': None, 'tomato': '1', 'mint': '5g', 'coriander': None}",{'serves': '6'},,6,35
Dum aloo,Easy,Serves 4,Visit us on Facebook,0 reviews,True,False,False,False,True,Prep:25 mins,,"['500g baby potatoes, peeled', '2 tbsp  vegetable or sunflower oil', '1 onion, finely chopped', 'cardamom pods', 'bay leaves', '2 cinnamon sticks', '½ tsp  cumin seeds', 'kalonji seeds', '1 medium  tomato, chopped', 'ginger and garlic paste', '1 tsp  fenugreek ', '1 tsp  chilli powder', '½ tsp  turmeric', 'ground coriander', '1 tsp  cumin', '1 tbsp  gram flour (chickpea flour)', 'Greek yogurt', ', to serve']","https://images.immediate.co.uk/production/volatile/sites/30/2024/09/DumAloo-46e8044.jpg?quality=90&resize=556,505","['Put the potatoes in a pan of salted water, bring to the boil and cook for 10 mins, until just tender. Drain and set aside.', 'Drizzle the oil into the pan and fry the potatoes for 3-4 mins over a medium-high heat until lightly golden all over. Remove from the pan and set aside.', 'Stir in the onion, cardamom pods, bay, cinnamon stick, cumin seeds and kalonji (nigella) seeds. Fry for 6-8 mins until golden.', 'Stir in the chopped tomato, ginger and garlic paste, fenugreek, chilli powder, turmeric, ground coriander and cumin. Cook for 1-2 mins until the tomato softens.', 'Mix the gram flour and Greek yogurt together until smooth, then stir into the masala mixture. Pour in 100ml water, simmer for 1 min, then stir in the potatoes to coat with the masala sauce. Cover and steam for 8-10 mins over a low heat. Sprinkle with more kalonji seeds, chopped coriander, garam masala and cashews to serve.']",https://www.bbcgoodfood.com/recipes/dum-aloo,"{'baby potatoes': '500g', 'vegetable or sunflower oil': '2 tbsp', 'onion': '1', 'cardamom pods': None, 'bay leaves': None, 'cinnamon sticks': '2', 'kalonji seeds': None, 'medium tomato': '1', 'ginger and garlic paste': None, 'fenugreek': '1 tsp', 'chilli powder': '1 tsp', 'ground coriander': None, 'cumin': '1 tsp', 'gram flour': '1 tbsp', 'Greek yogurt': None}","{'potato': '500g', 'sunflower oil': '2 tbsp', 'onion': '1', 'cardamom': None, 'cinnamon': '2', 'seeds': None, 'tomato': '1', 'garlic': None, 'fenugreek': '1 tsp', 'chilli powder': '1 tsp', 'coriander': None, 'cumin': '1 tsp', 'gram flour': '1 tbsp'}",{'serves': '4'},,4,25
Gobi manchurian,Easy,Serves 4,5 stars out of 5,1 rating,True,True,True,False,False,Prep:25 mins,,"['1 cauliflower, cut into florets', 'neutral oil such as sunflower or vegetable', '2 garlic cloves, chopped', '1 green chilli, chopped', '1 red onion, diced ', '2 spring onions, finely sliced, plus extra to serve', '½ red pepper, diced ', '½ green pepper, diced', 'ketchup', 'chilli sauce', '2 tbsp  soy sauce', 'rice vinegar', '1 tbsp  chilli flakes', 'ground black pepper', '100g plain flour ', 'cornflour', '1 tsp  chilli powder', '1 tsp  Kashmiri chilli powder']","https://images.immediate.co.uk/production/volatile/sites/30/2024/09/GobiManchurian-ad8498d.jpg?quality=90&resize=556,505","['Cook the cauliflower florets in a large saucepan of boiling water for 8-10 mins, until tender, then drain in a colander and set aside.', 'Mix all the batter ingredients together in a large bowl with 1 tsp salt, then slowly pour in 200ml water, stirring all the time to make a smooth batter thick enough to coat the cauliflower.', 'Drop the florets into the batter and stir gently to coat. Pour enough oil into a large saucepan to half-fill the pan then put over a medium-high heat until it reaches 180C, or a cube of bread dropped in browns in 30 seconds. Fry the cauliflower florets in batches for about 6 mins until golden and crisp, then leave to drain in a colander.', 'Heat 1 tbsp oil in a large wok over a low heat, then add the garlic, chopped chilli, red onion, spring onion, red and green peppers, and cook, stirring, for 2 mins.', 'Stir in the ketchup, chilli sauce, soy sauce, rice vinegar, chilli flakes, black pepper and 1 tsp each salt and pepper and heat through for 1 min. Toss the fried florets in the sauce to coat. Serve in a bowl, sprinkled with chopped spring onions, if you like.']",https://www.bbcgoodfood.com/recipes/gobi-manchurian,"{'cauliflower': '1', 'neutral oil such as sunflower or vegetable': None, 'garlic cloves': '2', 'green chilli': '1', 'red onion': '1', 'spring onions': '2', 'ketchup': None, 'chilli sauce': None, 'soy sauce': '2 tbsp', 'rice vinegar': None, 'chilli flakes': '1 tbsp', 'ground black pepper': None, 'plain flour': '100g', 'cornflour': None, 'chilli powder': '1 tsp', 'Kashmiri chilli powder': '1 tsp'}","{'cauliflower': '1', 'oil': None, 'cloves': '2', 'chilli': '1 tbsp', 'red onion': '1', 'spring onion': '2', 'ketchup': None, 'chilli sauce': None, 'soy sauce': '2 tbsp', 'rice vinegar': None, 'black pepper': None, 'plain flour': '100g', 'cornflour': None, 'chilli powder': '1 tsp'}",{'serves': '4'},,4,25
Hwachae (Korean watermelon punch),Easy,Serves 4 / makes 2 litres,5 stars out of 5,1 rating,True,True,True,False,True,Prep:15 mins,,"['1 watermelon, approximately 3.5kg', 'lemonade', '1 apple, cored and cut into 1cm cubes', 'frozen blueberries']","https://images.immediate.co.uk/production/volatile/sites/30/2024/09/HwachaeKoreanWatermelonPunch-a6b7c6e.jpg?quality=90&resize=556,505","['Remove the rind from the watermelon and cut it into 2cm bite-sized cubes.', 'Put ¼ of the watermelon into a food processor, blitz to a juice, then pour into a bowl and mix with the lemonade.', 'Add a handful of ice, the apples, frozen blueberries and watermelon pieces. Serve immediately ladled into small bowls.']",https://www.bbcgoodfood.com/recipes/hwachae-korean-watermelon-punch,"{'watermelon': '1', 'lemonade': None, 'apple': '1', 'frozen blueberries': None}","{'watermelon': '1', 'lemonade': None, 'apple': '1'}",{'serves': '4'},Serves 4 / makes 2 litres,4 / makes 2 litres,15
Kimchi jjigae,Easy,Serves 2,Visit us on Facebook,0 reviews,False,False,True,False,False,Prep:20 mins,,"['400g mature kimchi', 'vegetable oil', '¼ small  brown onion, finely sliced ', '200g  pork belly, finely sliced', 'gochugaru ', '1 tsp  caster sugar', '150g firm tofu, drained ', '2 spring onions, finely chopped']","https://images.immediate.co.uk/production/volatile/sites/30/2024/09/KimchiJjigaeKoreanKimchiStew-0c3995f.jpg?quality=90&resize=556,505","[""Drain the kimchi in a sieve over a measuring jug (you'll need about 100ml brine, so top up with more from the jar if needed). Heat the oil in a large saucepan over a high heat and fry the drained kimchi, brown onion and pork belly for 5 mins. Stir in the gochugaru and sugar, then fry for another 2 mins. Pour in 800ml water and the reserved kimchi brine, then bring to the boil. Simmer, uncovered, over a high heat for 15 mins."", 'Slice the tofu into 5cm squares that are about 1cm thick, then arrange these over the kimchi jjigae. Cover the pan with a lid and cook for 3-4 mins, or until the tofu is heated through. Scatter over the spring onions to serve.']",https://www.bbcgoodfood.com/recipes/kimchi-jjigae,"{'mature kimchi': '400g', 'vegetable oil': None, 'pork belly': '200g', 'gochugaru': None, 'caster sugar': '1 tsp', 'firm tofu': '150g', 'spring onions': '2'}","{'kimchi': '400g', 'vegetable oil': None, 'pork belly': '200g', 'gochugaru': None, 'caster sugar': '1 tsp', 'tofu': '150g', 'spring onion': '2'}",{'serves': '2'},,2,20
Korean BBQ sauce,Easy,Makes about 400ml,5 stars out of 5,1 rating,True,True,True,False,False,Prep:15 mins,,"['vegetable oil', '1 tbsp grated garlic', 'passata', '125g dark brown soft sugar ', 'apple cider vinegar', '2 tbsp  soy sauce', '1½ tsp  gochujang ']","https://images.immediate.co.uk/production/volatile/sites/30/2024/09/KoreanBBQSauce-74f1029.jpg?quality=90&resize=556,505","['Heat the vegetable oil in a saucepan over a low heat and fry the garlic for 3 mins until softened. Add the remaining ingredients along with ¼ tsp salt, and bring to the boil. Reduce the heat and simmer for 10 mins until thickened, stirring occasionally. Will keep in a sterilised glass jar or bottle in the fridge for up to a month.']",https://www.bbcgoodfood.com/recipes/korean-bbq-sauce,"{'vegetable oil': None, 'grated garlic': '1 tbsp', 'passata': None, 'dark brown soft sugar': '125g', 'apple cider vinegar': None, 'soy sauce': '2 tbsp'}","{'vegetable oil': None, 'garlic': '1 tbsp', 'passata': None, 'sugar': '125g', 'vinegar': None, 'soy sauce': '2 tbsp'}",{},about 400ml,,15
Korean corndogs,Easy,Makes 4 ,Visit us on Facebook,0 reviews,False,False,False,False,False,Prep:25 mins,,"['cornmeal', '185g plain flour, plus 2 tbsp ', '6½ tbsp  caster sugar', '2 tsp  baking powder', '250ml milk', 'hot dogs', ', for deep-frying', ', to serve']","https://images.immediate.co.uk/production/volatile/sites/30/2024/09/KoreanCorndog-63c63dc.jpg?quality=90&resize=556,505","['Combine the cornmeal, 185g plain flour, 1½ tbsp sugar, baking powder and ½ tsp salt in a large bowl. Whisk in the milk until you have a thick batter, then spoon the batter into a tall pint glass.', 'Tip the remaining 5 tbsp sugar onto a plate and set aside. Pat the hot dogs dry using kitchen paper, then thread onto skewers lengthwise, about three-quarters of the way through. Tip the 2 tbsp flour onto a plate and roll the hot dogs in it to coat.', 'Fill a deep large pan no more than a third full with oil and heat to 180C over a high heat, or until a drop of batter sizzles and floats to the top. Holding the pint glass of batter at a slight angle, dip the hot dogs into the batter one at a time, twisting the glass slightly as you pull up to remove the hot dog. Use a spoon to make sure that the ends are fully coated. Carefully transfer the coated hot dogs to the pan and fry for 2 mins, then turn and fry for another minute until golden all over.', 'Roll the fried corndogs in the plate of sugar to coat, then drizzle over ketchup and mustard to serve.']",https://www.bbcgoodfood.com/recipes/korean-corndogs,"{'cornmeal': None, 'plain flour': '185g', 'baking powder': '2 tsp', 'milk': '250ml', 'hot dogs': None}","{'plain flour': '185g', 'baking powder': '2 tsp', 'milk': '250ml'}",{'makes': '4'},4,,25
Orange chicken,Easy,Serves 4,Visit us on Facebook,0 reviews,False,False,True,False,False,Prep:25 mins,,"['1 egg, beaten', '2 skinless chicken breasts', 'ground white pepper ', '6 heaped tbsp  self-raising flour ', 'cornflour ', 'vegetable oil', '1 orange , sliced then quartered or halved', 'shredded iceberg lettuce, steamed basmati rice and finely chopped spring onions, to serve', 'cornflour ', 'double-strength orange cordial']","https://images.immediate.co.uk/production/volatile/sites/30/2024/09/TakeawayOrangeChicken-9d84081.jpg?quality=90&resize=556,505","['Mix the beaten egg with a pinch of salt and the white pepper in a bowl. Cut the chicken breasts in half so you have two thin fillets per breast, then tip these into the bowl and toss to coat in the egg.', 'Combine both the flours with a pinch of salt, and tip onto a plate. Lift the chicken fillets out of the egg, allowing the excess to drip off, and dip in the flour mixture until fully coated. Set aside on a plate.', ""Heat the vegetable oil in a large frying pan over a medium heat (you'll want to add enough oil to coat the bottom of the pan) until shimmering, and fry the coated chicken fillets for 3-4 mins on each side until golden. (You may need to do this in batches.) Put the cooked chicken fillets on a wire rack set over kitchen paper to drain. The chicken fillets can be fried up to a day ahead, cooled and chilled. Crisp up again in a 200C/180C fan/gas 6 oven for 8-10 mins."", 'To make the sauce, combine the cornflour with 2 tsp water. Tip the cordial and 150ml water into a medium saucepan, then whisk in the cornflour paste. Slowly bring to the boil over a low heat, whisking continuously until it becomes translucent and starts to thicken. If the flavour is too strong or the sauce is too thick, add up to 50ml more water. Or, if you want the flavour to be more intense, add more orange cordial, 1 tsp at a time.', 'Cut the chicken fillets into strips, about 1.5-2cm wide, then scatter over shredded iceberg lettuce. Top with the orange pieces and pour over the sauce, then garnish with spring onions and serve with hot basmati rice.']",https://www.bbcgoodfood.com/recipes/orange-chicken,"{'egg': '1', 'skinless chicken breasts': '2', 'ground white pepper': None, 'heaped self-raising flour': '6 tbsp', 'cornflour': None, 'vegetable oil': None, 'orange': '1', 'shredded iceberg lettuce': None, 'double-strength orange cordial': None}","{'egg': '1', 'chicken breast': '2', 'white pepper': None, 'flour': '6 tbsp', 'cornflour': None, 'vegetable oil': None, 'orange': None, 'iceberg lettuce': None}",{'serves': '4'},,4,25
Hainanese chicken rice,Easy,Serves 2 - 4,Visit us on Facebook,0 reviews,False,False,False,False,False,Prep:40 mins,,"['1 whole chicken, around 1.2kg, or thighs for quicker cooking', '4 garlic cloves, crushed or minced', '150g piece  of fresh ginger, sliced', '1 ½  spring onions, sliced', '½ tsp ground turmeric', '210g rice, washed', 'coriander', 'cucumber', 'thumb sized piece of  ginger, finely chopped or finely grated', '1 spring onion, thinly sliced', '1 garlic clove, minced', 'pinch of  sugar', 'chicken bouillon powder ', 'vegetable oil', '2 red chillies, chopped', '1 garlic clove, minced or crushed', '1 tsp  fish sauce  (optional)', '1 tsp  light soy sauce', 'vinegar', ', prepared from the whole chicken']","https://images.immediate.co.uk/production/volatile/sites/30/2024/09/HainaneseChickenRice-198559a.jpg?quality=90&resize=556,505","['Trim any excess fat and loose flaps of skin from the chicken (otherwise keeping the skin on the chicken), then set aside. Reserve the offcuts too. Rub coarse salt all over the chicken, then poach in a saucepan of simmering water, ensuring it is fully immersed, with two-thirds of the ginger, three-quarters of the crushed garlic, 1 spring onion and the turmeric for 25-40 mins depending on the size of the chicken.', 'Put the cooked chicken in a bowl of iced water for 15 mins to stop the cooking process. Pour the chicken broth into a jug and set aside.', 'For the ginger & spring onion sauce, combine the garlic, ginger, spring onion and chicken bouillon powder in a serving dish and add a good pinch of salt and sugar. Heat the oil in a small pan until hot then pour over the other ingredients.', 'To make the red chilli sauce, combine all of the ingredients in small pan with 100ml of the reserved chicken broth, bring to a simmer, then remove from the heat and pour into a serving dish.', 'Prepare the rice by heating a frying pan or saucepan over a medium heat and adding the reserved chicken skin and fat from step 1. Once it has rendered (melted a little), add the remaining garlic, ginger and spring onion and cook for 1-2 mins until beginning to brown Stir in the washed rice and 1 litre of the reserved chicken broth. If you don’t have enough left, top up with water or chicken stock. Leave the rice to cook for around 10-15 mins or according to pack instructions. Remove the bones from the chicken, slice then serve with the rice and sauces. Garnish with the coriander and cucumber.']",https://www.bbcgoodfood.com/recipes/hainanese-chicken-rice,"{'whole chicken': '1', 'garlic cloves': '4', 'piece of fresh ginger': '150g', 'rice': '210g', 'coriander': None, 'cucumber': None, 'thumb sized piece of ginger': None, 'spring onion': '1', 'garlic clove': '1', 'pinch of sugar': None, 'chicken bouillon powder': None, 'vegetable oil': None, 'red chillies': '2', 'fish sauce': '1 tsp', 'light soy sauce': '1 tsp', 'vinegar': None}","{'chicken': None, 'cloves': '4', 'ginger': None, 'rice': '210g', 'coriander': None, 'cucumber': None, 'spring onion': '1', 'garlic': '1', 'sugar': None, 'vegetable oil': None, 'chilli': '2', 'fish sauce': '1 tsp', 'soy sauce': '1 tsp', 'vinegar': None}",{'serves': '2'},,2 - 4,40
Chilli & honey baked ricotta & grapes with prosciutto,Easy,Serves 6 - 8,4 stars out of 5,3 ratings,False,False,False,False,False,Prep:25 mins,,"['3 x 250g tubs ricotta', '2 tbsp honey', '2 tbsp olive oil', '½ tsp chilli flakes', '1 tsp chopped thyme leaves', '1 lemon, zested', 'red grapes', 'rustic baguette', '100g prosciutto (8 slices), roughly torn']","https://images.immediate.co.uk/production/volatile/sites/30/2023/11/Chilli-and-honey-baked-ricotta-and-grapes-with-prosciutto-004f679.jpg?quality=90&resize=556,505","['Turn the ricotta out of the tubs and put in a baking dish. Drizzle over the honey and 1 tbsp olive oil, then scatter over the chilli flakes, thyme and lemon zest. Arrange the grapes around the cheese. Keep the dish covered and chilled until you’re ready to bake. Will keep chilled for a day. Season generously with sea salt flakes before baking.', 'Arrange the baguette slices in a single layer over a large baking tray. Brush each one with a little of the remaining olive oil and season with salt and pepper.', 'Heat the oven to 180C/160C fan/gas 4. Put the baking dish of cheese on the top shelf and the baguette slices on the shelf below. Bake for 15 mins, then turn each slice of bread over and return to the oven for a further 10 mins, or until the ricotta is slightly golden at the edges and the bread is crisp. Alternatively, if using an air fryer, heat it to 180C and bake the slices of baguette for 6-8 mins, until crisp, turning halfway. Remove the bread and put the baking dish in the basket. Bake for 10-15 mins, or until the ricotta is lightly golden at the edges.', 'Put the baking dish in the middle of a heatproof board, and serve with the crisp baguette slices around it, along with the slices of prosciutto, letting everyone build their own crostinis.']",https://www.bbcgoodfood.com/recipes/chilli-honey-baked-ricotta-grapes-with-prosciutto,"{'x tubs ricotta': '250g', 'honey': '2 tbsp', 'olive oil': '2 tbsp', 'chopped thyme leaves': '1 tsp', 'lemon': '1', 'red grapes': None, 'rustic baguette': None, 'prosciutto': '100g'}","{'ricotta': '250g', 'honey': '2 tbsp', 'olive oil': '2 tbsp', 'thyme': '1 tsp', 'lemon': '1', 'grapes': None, 'baguette': None, 'prosciutto': '100g'}",{'serves': '6'},,6 - 8,25
"Halloumi, pomegranate & walnut salad",Serves 6,,5 stars out of 5,1 rating,False,False,False,False,False,Prep:10 mins,,"['2 x 250g blocks halloumi, thickly sliced', '1 tbsp olive oil', '2 tbsp za’atar', '150g rocket leaves', '1 large fennel bulb,  finely sliced', '50g walnut halves, toasted', '50g pomegranate seeds', 'dill,', 'walnut oil', '2 tbsp pomegranate molasses', '2 tsp cumin seeds, toasted and lightly crushed']","https://images.immediate.co.uk/production/volatile/sites/30/2021/12/Halloumi-pomegranate-and-walnut-salad-737eabe.jpg?quality=90&resize=556,505","['Whisk all of the dressing ingredients together with some seasoning, then set aside.', 'Brush the halloumi slices on each side with the olive oil. Sprinkle the za’atar onto a plate and press both sides of the halloumi pieces into the spice mix. If using an air fryer, heat it to 200C for 2 mins, then lay the halloumi in the basket and bake for 8 mins. After 8 mins, turn over and cook for another 2-5 mins, until crisp and golden. Alternatively, heat a non-stick frying pan over a medium heat and fry the halloumi for 30 seconds-1 min on each side, or until golden and crisp.', 'Divide the rocket, halloumi, fennel, walnuts and pomegranate seeds between plates. Drizzle over the dressing and scatter with the dill.']",https://www.bbcgoodfood.com/recipes/halloumi-pomegranate-walnut-salad,"{'x blocks halloumi': '250g', 'olive oil': '1 tbsp', 'za': '2 tbsp', 'rocket leaves': '150g', 'large fennel bulb': '1', 'walnut halves': '50g', 'pomegranate seeds': '50g', 'dill': None, 'walnut oil': None, 'pomegranate molasses': '2 tbsp', 'cumin seeds': '2 tsp'}","{'halloumi': '250g', 'olive oil': '1 tbsp', 'rocket': '150g', 'fennel': '1', 'walnut': '50g', 'pomegranate': '50g', 'dill': None, 'walnut oil': None, 'pomegranate molasses': '2 tbsp', 'cumin': '2 tsp'}",{},,,10
Multi-seed cheese straws,Easy,Makes 20,5 stars out of 5,2 ratings,False,False,False,False,False,Prep:25 mins,,"['all-butter puff pastry', 'plain flour, for dusting', '1 egg, beaten', 'onion flakes', 'sesame seeds', 'poppy seeds', 'flaky sea salt', 'soft cheese', '50g parmesan, grated', 'smoked salmon, capers and lemon wedges, to serve (optional)']","https://images.immediate.co.uk/production/volatile/sites/30/2023/10/Multi-seed-cheese-straws-43393bc.jpg?quality=90&resize=556,505","['Line a baking sheet with baking parchment. Roll out the puff pastry on a lightly floured surface to a rectangle roughly the thickness of a 50p coin. Brush the surface with a thin coating of beaten egg. Mix the onion flakes, seeds and flaky sea salt, then scatter over the pastry, pressing gently to help them stick. Dust with a little flour to dry out any sticky areas.', 'Flip the pastry onto a floured sheet of baking parchment so the seedy topping is now underneath. Spread over the soft cheese, then scatter with the parmesan. Season with a little black pepper. Fold the pastry in half, like closing a book. Lightly roll the pastry just to help the two sides stick.', 'Use a sharp knife or pizza cutter to cut the pastry into long strips. Twist each strip a few times to make the classic cheese straw shape and lay on the baking tray, pressing the ends onto the tray to prevent them from unravelling in the oven. Chill for at least 20 mins. Will keep frozen for two months.', 'Heat the oven to 200C/180C fan/ gas 6 and bake for 20 mins (or 25 mins if cooking from frozen). If using an air fryer, heat it to 180C for 4 mins, then arrange the straws in the basket and bake for 7-10 mins (or 10-15 mins from frozen) until puffed up and golden. You may need to do this in two batches. Leave to cool for a few minutes before serving alongside smoked salmon, capers and lemon wedges, if you like.']",https://www.bbcgoodfood.com/recipes/multi-seed-cheese-straws,"{'all-butter puff pastry': None, 'plain flour': None, 'egg': '1', 'onion flakes': None, 'sesame seeds': None, 'poppy seeds': None, 'flaky sea salt': None, 'soft cheese': None, 'parmesan': '50g', 'smoked salmon': None}","{'puff pastry': None, 'plain flour': None, 'egg': '1', 'onion': None, 'sesame seeds': None, 'poppy seeds': None, 'sea salt': None, 'cheese': None, 'parmesan': '50g', 'smoked salmon': None}",{'makes': '20'},20,,25
Roast chestnuts,Easy,Makes 16,5 stars out of 5,12 ratings,True,True,True,False,True,Prep:10 mins,,"['16 chestnuts (or as many as you need), choose large, shiny looking nuts']","https://images.immediate.co.uk/production/volatile/sites/30/2020/08/roastedchestnuts-479657b.jpg?quality=90&resize=440,400","['Heat the oven to 200C/180C fan/gas 6, or to 200C if using an air fryer. Put each chestnut flat-side down on a chopping board. Hold the chestnut carefully and, using a sharp knife, cut a long slit or a cross in the top. Make sure you cut through the shell but not the nut inside. The shell is tough and flexible like a skin rather than rock hard like other nut shells, so a small kitchen knife works well.', 'Tip the nuts onto a baking sheet or into a roasting tin and arrange them cut-side up. Roast in the oven for 30 mins. If using an air fryer, arrange the nuts cut-side up in the air fryer basket. Roast for 8-10 mins. The cuts should open up and the shell will start to peel back. Cooking time will vary depending on the size of the chestnuts. If the shells aren’t peeling, roast for another 5-10 mins, keeping a close eye on them so they don’t burn.', ""Leave the nuts to cool in the tin or air fryer basket until they're just warm – they will be very hot inside. If you can, put a board on top of the tin or basket while they cool to trap the steam and make them easier to peel. Serve as they are for people to peel, or peel them yourself to use in a recipe."", 'If you peel them, you may want to remove the slightly fluffy inner membrane as well. If the membrane is difficult to get off (it shouldn’t be if you steam them as they cool), you can soak the nuts in boiling water for a minute to loosen, then drain and peel.']",https://www.bbcgoodfood.com/recipes/roast-chestnuts,{'chestnuts': '16'},{'chestnut': '16'},{'makes': '16'},16,,10
Rosemary polenta bites with peperonata,Easy,Serves 18,5 stars out of 5,2 ratings,False,False,False,False,False,Prep:20 mins,,"['1 tbsp olive oil, plus extra for the tin and tray', 'vegetable stock', '125g quick-cook polenta', 'grated vegetarian Italian-style hard cheese', '3 rosemary sprigs, needles picked and finely chopped', '3 tbsp olive oil', '1 onion, halved and finely sliced', '3 peppers (a mixture of colours is nice),  finely sliced', '1 large garlic clove, crushed', 'red wine vinegar', '1 tbsp capers, drained']","https://images.immediate.co.uk/production/volatile/sites/30/2022/11/Rosemary-polenta-bites-e1d593e.jpg?quality=90&resize=556,505","['For the peperonata, heat the oil in a pan over a medium heat and sizzle the onion and peppers for a few minutes. Add the garlic and cook for another minute. Stir in the vinegar and 2 tsp sugar, then reduce the heat and cook for 20-30 mins, partially covered with a lid and splashing in a little water if the pan looks dry, until the peppers are soft and jammy. Stir in the capers. Remove from the heat and leave to cool, then chill in a sealed container until ready to serve. Will keep chilled for four days or frozen for up to six months.', 'Line a 20cm square baking tin with baking parchment and rub a little oil over the surface and sides. Bring the stock to the boil, then stir in the polenta. Cook, stirring, for 5 mins, until thick, like loose mashed potato.', 'Add the cheese and rosemary, and season with salt. Stir for another minute, then pour the polenta into the prepared tin and level the surface. Leave to cool, then chill for at least 30 mins until set firm. Can be made up to a day before serving and chilled.', 'Heat the oven to 200C/180C fan/gas 6 or if using an air fryer heat to 190C. Take the peperonata out of the fridge and leave to come to room temperature. Turn out the set polenta onto a chopping board and cut into nine squares, then cut each square into two triangles. Arrange the triangles on a lightly oiled baking tray and bake for 25 mins until crisp, or if using an air fryer, brush the triangles with oil, then arrange in the air fryer basket. Bake for 8 mins, then turn over and cook for another 5-10 mins until golden and crisp. You may need to do this in batches. Leave to cool for 5-10 mins, then serve warm topped with the peperonata and shaved cheese.']",https://www.bbcgoodfood.com/recipes/rosemary-polenta-bites-with-peperonata,"{'olive oil': '3 tbsp', 'vegetable stock': None, 'quick-cook polenta': '125g', 'grated vegetarian Italian-style hard cheese': None, 'rosemary sprigs': '3', 'onion': '1', 'peppers': '3', 'large garlic clove': '1', 'red wine vinegar': None, 'capers': '1 tbsp'}","{'olive oil': '3 tbsp', 'vegetable stock': None, 'polenta': '125g', 'cheese': None, 'rosemary': '3', 'onion': '1', 'pepper': '3', 'garlic': '1', 'red wine vinegar': None, 'capers': '1 tbsp'}",{'serves': '18'},,18,20
